P101,MV101,FIT101,LIT101
1,2,4.380104,783.0533
1,2,4.380104,783.995361
1,2,4.380104,784.544861
1,2,4.3804245,785.5262
1,2,4.382987,786.272
1,2,4.38490868,787.135559
1,2,4.38490868,788.1169
1,2,4.37786245,788.744934
1,2,4.37722158,790.197266
1,2,4.36889458,790.9823
1,2,4.36729336,792.277649
1,2,4.36729336,793.2197
1,2,4.36729336,793.455261
1,2,4.36505127,794.9076
1,2,4.36505127,795.8104
1,2,4.36505127,796.988
1,2,4.36761332,797.930054
1,2,4.370816,798.9506
1,2,4.370816,799.5394
1,2,4.370176,800.2852
1,0,4.368254,801.2273
1,0,4.3653717,801.659058
1,0,4.3653717,802.247864
1,0,4.3653717,803.189941
1,0,4.362809,803.582458
1,0,4.356404,804.7601
1,0,4.33974934,805.4666
1,0,4.29459047,806.6834
1,0,4.269609,807.311462
1,0,4.174807,808.1358
1,1,3.953816,809.1956
1,1,3.53457379,809.6274
1,1,3.04807353,809.980652
1,1,2.41040254,811.040466
1,1,1.819492,811.1975
1,1,1.2205745,812.2181
1,1,0.7894821,812.8069
1,1,0.4605579,813.5134
1,1,0.255260527,814.4162
1,1,0.138359547,815.162048
1,1,0.014412452,816.575134
1,1,0.014412452,816.575134
1,1,0,816.88916
1,1,0,816.88916
1,1,0,817.242432
1,1,0,817.477966
1,1,0,817.8705
1,1,0,818.0667
1,1,0,818.263
1,1,0,818.9303
1,1,0,819.440552
1,1,0,819.5191
1,1,0,819.7938
1,1,0,819.9901
1,1,0,820.029358
1,1,0,820.5004
1,1,0,820.5004
1,1,0,820.2649
1,1,0,820.2649
1,1,0,820.5789
1,1,0,820.696655
1,1,0,820.814453
1,1,0,820.8537
1,1,0,821.1677
1,1,0,821.4032
1,1,0,821.285461
1,1,0,821.2462
1,1,0,821.638733
1,1,0,821.678
1,1,0,821.952759
1,1,0,822.1883
1,1,0,822.0705
1,1,0,821.952759
1,1,0,821.835
1,1,0,821.638733
1,1,0,821.638733
1,1,0,821.952759
1,1,0,821.7565
1,1,0,821.874268
1,1,0,822.149
1,1,0,822.227539
1,1,0,822.227539
1,1,0,822.03125
1,1,0,821.992
1,1,0,822.03125
1,1,0,821.835
1,1,0,821.952759
1,1,0,822.0705
1,1,0,822.0705
1,1,0,821.835
1,1,0,821.952759
1,1,0,821.992
1,1,0,821.7957
1,1,0,821.7957
1,1,0,821.678
1,1,0,821.5995
1,1,0,821.4817
1,1,0,821.678
1,1,0,821.5995
1,1,0,821.363953
1,1,0,821.5995
1,1,0,821.5995
1,1,0,821.638733
1,1,0,821.638733
1,1,0,821.638733
1,1,0,821.363953
1,1,0,821.4032
1,1,0,821.1677
1,1,0,821.1677
1,1,0,821.0892
1,1,0,821.1677
1,1,0,821.0499
1,1,0,821.2462
1,1,0,821.0499
1,1,0,821.207
1,1,0,821.1677
1,1,0,820.814453
1,1,0,821.0107
1,1,0,820.892944
1,1,0,820.775146
1,1,0,820.5789
1,1,0,820.8537
1,1,0,820.814453
1,1,0,820.892944
1,1,0,820.775146
1,1,0,820.5789
1,1,0,820.5789
1,1,0,820.618164
1,1,0,820.696655
1,1,0,820.6574
1,1,0,820.775146
1,1,0,820.3826
1,1,0,820.618164
1,1,0,820.1864
1,1,0,819.9901
1,1,0,819.8724
1,1,0,820.107849
1,1,0,819.9116
1,1,0,819.9901
1,1,0,820.107849
1,1,0,820.4611
1,1,0,820.3826
1,1,0,820.2649
1,1,0,820.3826
1,1,0,820.304138
1,1,0,820.5789
1,1,0,820.6574
1,1,0,820.696655
1,1,0,820.4611
1,1,0,820.225647
1,1,0,820.304138
1,1,0,820.4219
1,1,0,820.4611
1,1,0,820.3826
1,1,0,820.4219
1,1,0,820.5004
1,1,0,820.6574
1,1,0,820.892944
1,1,0,821.0499
1,1,0,821.207
1,1,0,821.0107
1,1,0,821.1677
1,1,0,821.0892
1,1,0,821.0892
1,1,0,820.892944
1,1,0,820.8537
1,1,0,821.0107
1,1,0,821.1677
1,1,0,821.207
1,1,0,821.285461
1,1,0,821.2462
1,1,0,821.4817
1,1,0,821.638733
1,1,0,821.835
1,1,0,822.0705
1,1,0,821.7957
1,1,0,821.678
1,1,0,821.4817
1,1,0,821.4817
1,1,0,821.363953
1,1,0,821.207
1,1,0,821.1677
1,1,0,821.442444
1,1,0,821.0107
1,1,0,821.207
1,1,0,820.696655
1,1,0,820.618164
1,1,0,820.3826
1,1,0,820.304138
1,1,0,820.1864
1,1,0,820.0686
1,1,0,820.225647
1,1,0,820.2649
1,1,0,820.4611
1,1,0,820.4219
1,1,0,820.4219
1,1,0,820.2649
1,1,0,820.5004
1,1,0,820.6574
1,1,0,820.696655
1,1,0,820.4611
1,1,0,820.5789
1,1,0,820.892944
1,1,0,820.5004
1,1,0,820.2649
1,1,0,820.107849
1,1,0,820.3826
1,1,0,820.4611
1,1,0,820.775146
1,1,0,820.971436
1,1,0,820.8537
1,1,0,820.971436
1,1,0,820.971436
1,1,0,820.971436
1,1,0,821.0107
1,1,0,821.0892
1,1,0,821.0892
1,1,0,821.363953
1,1,0,821.1677
1,1,0,821.4032
1,1,0,821.4032
1,1,0,821.442444
1,1,0,821.2462
1,1,0,821.2462
1,1,0,821.363953
1,1,0,821.363953
1,1,0,821.0892
1,1,0,821.0499
1,1,0,821.207
1,1,0,821.0892
1,1,0,820.8537
1,1,0,820.971436
1,1,0,820.5789
1,1,0,820.5004
1,1,0,820.4611
1,1,0,820.5004
1,1,0,820.304138
1,1,0,820.1864
1,1,0,820.107849
1,1,0,820.2649
1,1,0,820.3826
1,1,0,820.3826
1,1,0,820.5004
1,1,0,820.971436
1,1,0,820.8537
1,1,0,820.8537
1,1,0,820.971436
1,1,0,821.363953
1,1,0,821.5995
1,1,0,821.7565
1,1,0,821.7565
1,1,0,821.952759
1,1,0,821.638733
1,1,0,821.638733
1,1,0,821.874268
1,1,0,821.992
1,1,0,822.149
1,1,0,821.952759
1,1,0,822.0705
1,1,0,822.2668
1,1,0,822.541565
1,1,0,822.423767
1,1,0,822.227539
1,1,0,822.5808
1,1,0,822.149
1,1,0,821.835
1,1,0,821.7565
1,1,0,821.7957
1,1,0,821.7957
1,1,0,821.560242
1,1,0,821.678
1,1,0,821.992
1,1,0,821.874268
1,1,0,822.1883
1,1,0,822.149
1,1,0,822.1883
1,1,0,822.149
1,1,0,821.7957
1,1,0,821.992
1,1,0,822.227539
1,1,0,821.952759
1,1,0,821.7957
1,1,0,821.992
1,1,0,821.952759
1,1,0,821.992
1,1,0,822.149
1,1,0,822.3845
1,1,0,822.3453
1,1,0,821.835
1,1,0,821.638733
1,1,0,821.4032
1,1,0,821.4817
1,1,0,821.0892
1,1,0,821.0107
1,1,0,820.892944
1,1,0,821.0107
1,1,0,821.0499
1,1,0,820.971436
1,1,0,820.6574
1,1,0,820.8537
1,1,0,820.814453
1,1,0,820.775146
1,1,0,820.4219
1,1,0,820.5004
1,1,0,820.618164
1,1,0,820.5004
1,1,0,820.618164
1,1,0,821.0892
1,1,0,820.971436
1,1,0,820.892944
1,1,0,820.5004
1,1,0,820.5004
1,1,0,820.618164
1,1,0,820.618164
1,1,0,820.775146
1,1,0,820.775146
1,1,0,821.0892
1,1,0,821.207
1,1,0,821.0499
1,1,0,821.0499
1,1,0,821.0499
1,1,0,821.442444
1,1,0,821.363953
1,1,0,821.0499
1,1,0,821.0499
1,1,0,821.0107
1,1,0,821.207
1,1,0,821.0107
1,1,0,820.775146
1,1,0,820.8537
1,1,0,820.971436
1,1,0,821.0499
1,1,0,821.2462
1,1,0,821.2462
1,1,0,821.1677
1,1,0,821.0892
1,1,0,821.363953
1,1,0,821.207
1,1,0,821.0499
1,1,0,821.363953
1,1,0,821.363953
1,1,0,821.0107
1,1,0,821.0107
1,1,0,820.892944
1,1,0,820.775146
1,1,0,820.5789
1,1,0,820.618164
1,1,0,820.618164
1,1,0,820.5004
1,1,0,820.4219
1,1,0,820.1864
1,1,0,820.304138
1,1,0,820.1864
1,1,0,819.7938
1,1,0,819.8724
1,1,0,819.8331
1,1,0,820.0686
1,1,0,820.0686
1,1,0,820.029358
1,1,0,820.1864
1,1,0,820.107849
1,1,0,820.4611
1,1,0,820.6574
1,1,0,820.8537
1,1,0,820.814453
1,1,0,821.1677
1,1,0,821.0499
1,1,0,821.0499
1,1,0,821.1677
1,1,0,821.207
1,1,0,821.0499
1,1,0,820.775146
1,1,0,821.2462
1,1,0,821.1677
1,1,0,821.0892
1,1,0,821.363953
1,1,0,821.4032
1,1,0,821.4817
1,1,0,821.4032
1,1,0,821.4817
1,1,0,821.442444
1,1,0,821.638733
1,1,0,821.638733
1,1,0,821.4032
1,1,0,821.5995
1,1,0,821.2462
1,1,0,821.442444
1,1,0,821.363953
1,1,0,821.0107
1,1,0,821.0107
1,1,0,821.285461
1,1,0,821.285461
1,1,0,821.285461
1,1,0,821.1677
1,1,0,821.285461
1,1,0,821.363953
1,1,0,821.2462
1,1,0,821.0107
1,1,0,821.363953
1,1,0,821.285461
1,1,0,821.638733
1,1,0,821.1677
1,1,0,820.971436
1,1,0,821.207
1,1,0,820.971436
1,1,0,820.6574
1,1,0,820.814453
1,1,0,820.618164
1,1,0,820.971436
1,1,0,821.207
1,1,0,821.285461
1,1,0,821.442444
1,1,0,821.363953
1,1,0,821.4032
1,1,0,821.363953
1,1,0,821.4817
1,1,0,821.638733
1,1,0,821.560242
1,1,0,821.285461
1,1,0,821.1677
1,1,0,821.1677
1,1,0,821.1677
1,1,0,820.971436
1,1,0,821.0107
1,1,0,820.8537
1,1,0,820.814453
1,1,0,821.0107
1,1,0,820.8537
1,1,0,820.971436
1,1,0,820.8537
1,1,0,820.971436
1,1,0,820.775146
1,1,0,820.775146
1,1,0,820.5004
1,1,0,820.6574
1,1,0,820.5789
1,1,0,820.304138
1,1,0,820.3826
1,1,0,820.1864
1,1,0,820.0686
1,1,0,819.8724
1,1,0,819.9116
1,1,0,819.6761
1,1,0,819.6761
1,1,0,820.107849
1,1,0,820.4611
1,1,0,820.696655
1,1,0,820.8537
1,1,0,820.775146
1,1,0,820.696655
1,1,0,820.5789
1,1,0,820.6574
1,1,0,820.5789
1,1,0,820.6574
1,1,0,820.618164
1,1,0,820.304138
1,1,0,820.4611
1,1,0,820.4611
1,1,0,820.304138
1,1,0,820.5789
1,1,0,820.3826
1,1,0,820.3826
1,1,0,820.304138
1,1,0,820.6574
1,1,0,820.696655
1,1,0,820.618164
1,1,0,820.0686
1,1,0,820.3826
1,1,0,820.4611
1,1,0,820.3826
1,1,0,820.304138
1,1,0,820.1864
1,1,0,820.3826
1,1,0,820.971436
1,1,0,820.8537
1,1,0,821.0107
1,1,0,821.2462
1,1,0,821.4032
1,1,0,821.363953
1,1,0,821.442444
1,1,0,821.5995
1,1,0,821.4032
1,1,0,821.4032
1,1,0,821.4817
1,1,0,821.560242
1,1,0,821.560242
1,1,0,821.638733
1,1,0,821.835
1,1,0,822.03125
1,1,0,821.992
1,1,0,822.2668
1,1,0,822.423767
1,1,0,822.03125
1,1,0,821.992
1,1,0,822.227539
1,1,0,821.835
1,1,0,821.678
1,1,0,821.7565
1,1,0,821.560242
1,1,0,821.5995
1,1,0,821.678
1,1,0,821.4032
1,1,0,821.638733
1,1,0,821.952759
1,1,0,822.0705
1,1,0,821.952759
1,1,0,821.7957
1,1,0,821.363953
1,1,0,821.363953
1,1,0,821.1677
1,1,0,821.0499
1,1,0,820.8537
1,1,0,820.971436
1,1,0,820.6574
1,1,0,820.6574
1,1,0,820.4611
1,1,0,820.3826
1,1,0,820.4611
1,1,0,820.6574
1,1,0,820.775146
1,1,0,820.3826
1,1,0,820.1864
1,1,0,820.107849
1,1,0,820.4611
1,1,0,820.4219
1,1,0,820.304138
1,1,0,820.4219
1,1,0,820.4611
1,1,0,820.5789
1,1,0,820.2649
1,1,0,820.4611
1,1,0,820.4611
1,1,0,820.4219
1,1,0,820.5004
1,1,0,820.225647
1,1,0,819.8331
1,1,0,819.8724
1,1,0,819.8724
1,1,0,819.7938
1,1,0,820.029358
1,1,0,820.0686
1,1,0,820.1864
1,1,0,820.5004
1,1,0,820.3826
1,1,0,820.1864
1,1,0,820.107849
1,1,0,820.1864
1,1,0,820.107849
1,1,0,820.225647
1,1,0,820.225647
1,1,0,820.225647
1,1,0,820.0686
1,1,0,819.715332
1,1,0,819.9901
1,1,0,820.029358
1,1,0,819.7938
1,1,0,820.0686
1,1,0,819.9901
1,1,0,820.2649
1,1,0,820.5789
1,1,0,820.5004
1,1,0,820.971436
1,1,0,820.814453
1,1,0,820.6574
1,1,0,820.6574
1,1,0,820.5004
1,1,0,820.8537
1,1,0,820.8537
1,1,0,820.971436
1,1,0,820.775146
1,1,0,821.2462
1,1,0,821.0892
1,1,0,821.0499
1,1,0,821.0107
1,1,0,820.814453
1,1,0,820.696655
1,1,0,820.696655
1,1,0,820.3826
1,1,0,820.5789
1,1,0,820.8537
1,1,0,820.775146
1,1,0,821.1677
1,1,0,821.363953
1,1,0,821.2462
1,1,0,821.285461
1,1,0,821.442444
1,1,0,821.2462
1,1,0,821.0499
1,1,0,821.0499
1,1,0,821.0892
1,1,0,821.0499
1,1,0,821.2462
1,1,0,821.1677
1,1,0,821.207
1,1,0,821.0499
1,1,0,820.8537
1,1,0,820.696655
1,1,0,820.696655
1,1,0,820.696655
1,1,0,820.814453
1,1,0,820.814453
1,1,0,820.971436
1,1,0,820.8537
1,1,0,820.618164
1,1,0,820.6574
1,1,0,820.618164
1,1,0,821.0107
1,1,0,820.618164
1,1,0,820.5004
1,1,0,820.696655
1,1,0,821.0107
1,1,0,820.8537
1,1,0,820.8537
1,1,0,820.892944
1,1,0,821.363953
1,1,0,821.5995
1,1,0,821.5995
1,1,0,821.285461
1,1,0,821.5995
1,1,0,821.4817
1,1,0,821.4032
1,1,0,821.285461
1,1,0,821.442444
1,1,0,821.5995
1,1,0,821.638733
1,1,0,821.678
1,1,0,821.835
1,1,0,821.7957
1,1,0,821.952759
1,1,0,821.835
1,1,0,821.874268
1,1,0,821.7957
1,1,0,821.952759
1,1,0,821.7957
1,1,0,821.560242
1,1,0,821.7565
1,1,0,822.0705
1,1,0,821.952759
1,1,0,822.149
1,1,0,822.3453
1,1,0,822.3453
1,1,0,822.149
1,1,0,822.0705
1,1,0,822.149
1,1,0,821.952759
1,1,0,821.952759
1,1,0,821.835
1,1,0,821.5995
1,1,0,821.952759
1,1,0,821.835
1,1,0,821.7565
1,1,0,821.560242
1,1,0,821.638733
1,1,0,821.835
1,1,0,821.4032
1,1,0,821.207
1,1,0,821.1677
1,1,0,821.442444
1,1,0,821.4817
1,1,0,821.207
1,1,0,820.971436
1,1,0,821.0892
1,1,0,821.0892
1,1,0,821.2462
1,1,0,821.285461
1,1,0,821.207
1,1,0,821.363953
1,1,0,821.4032
1,1,0,821.2462
1,1,0,821.1677
1,1,0,820.814453
1,1,0,821.0499
1,1,0,820.971436
1,1,0,820.814453
1,1,0,821.207
1,1,0,821.363953
1,1,0,821.4817
1,1,0,821.638733
1,1,0,821.442444
1,1,0,821.363953
1,1,0,821.4817
1,1,0,821.285461
1,1,0,821.442444
1,1,0,821.363953
1,1,0,820.971436
1,1,0,820.4611
1,1,0,820.775146
1,1,0,820.304138
1,1,0,820.304138
1,1,0,820.6574
1,1,0,820.107849
1,1,0,820.5789
1,1,0,820.304138
1,1,0,820.4611
1,1,0,820.696655
1,1,0,820.6574
1,1,0,820.5789
1,1,0,820.618164
1,1,0,820.6574
1,1,0,820.696655
1,1,0,820.892944
1,1,0,820.618164
1,1,0,820.8537
1,1,0,820.971436
1,1,0,821.207
1,1,0,820.971436
1,1,0,821.1677
1,1,0,821.4032
1,1,0,821.678
1,1,0,821.952759
1,1,0,821.7957
1,1,0,821.5995
1,1,0,821.1677
1,1,0,821.0892
1,1,0,820.892944
1,1,0,820.8537
1,1,0,820.814453
1,1,0,820.618164
1,1,0,820.618164
1,1,0,820.4219
1,1,0,820.3826
1,1,0,820.5789
1,1,0,820.775146
1,1,0,820.696655
1,1,0,820.618164
1,1,0,820.4219
1,1,0,820.0686
1,1,0,820.225647
1,1,0,820.0686
1,1,0,820.2649
1,1,0,820.618164
1,1,0,820.4219
1,1,0,820.2649
1,1,0,820.107849
1,1,0,820.225647
1,1,0,820.1864
1,1,0,820.2649
1,1,0,820.3826
1,1,0,820.4219
1,1,0,820.5004
1,1,0,820.4219
1,1,0,820.618164
1,1,0,820.618164
1,1,0,820.8537
1,1,0,820.618164
1,1,0,820.5789
1,1,0,820.4219
1,1,0,820.775146
1,1,0,820.814453
1,1,0,820.814453
1,1,0,820.775146
1,1,0,821.0499
1,1,0,820.971436
1,1,0,821.0892
1,1,0,821.0892
1,1,0,821.0499
1,1,0,821.0107
1,1,0,821.0107
1,1,0,820.696655
1,1,0,820.6574
1,1,0,820.8537
1,1,0,820.814453
1,1,0,821.1677
1,1,0,820.971436
1,1,0,820.971436
1,1,0,821.0499
1,1,0,820.8537
1,1,0,821.0892
1,1,0,821.207
1,1,0,821.0107
1,1,0,820.8537
1,1,0,820.8537
1,1,0,820.6574
1,1,0,820.6574
1,1,0,820.696655
1,1,0,820.618164
1,1,0,820.775146
1,1,0,820.814453
1,1,0,820.6574
1,1,0,820.775146
1,1,0,820.8537
1,1,0,820.814453
1,1,0,820.696655
1,1,0,820.696655
1,1,0,820.696655
1,1,0,820.6574
1,1,0,820.5789
1,1,0,820.4611
1,1,0,820.5789
1,1,0,820.696655
1,1,0,820.6574
1,1,0,820.6574
1,1,0,820.6574
1,1,0,820.892944
1,1,0,820.696655
1,1,0,820.618164
1,1,0,820.5004
1,1,0,820.814453
1,1,0,820.618164
1,1,0,820.892944
1,1,0,820.971436
1,1,0,820.892944
1,1,0,821.0499
1,1,0,820.775146
1,1,0,820.892944
1,1,0,820.696655
1,1,0,820.814453
1,1,0,821.2462
1,1,0,821.0892
1,1,0,821.207
1,1,0,821.1677
1,1,0,821.560242
1,1,0,821.2462
1,1,0,821.1677
1,1,0,821.0499
1,1,0,821.0499
1,1,0,821.1677
1,1,0,821.0499
1,1,0,821.0499
1,1,0,821.2462
1,1,0,821.1677
1,1,0,821.2462
1,1,0,821.1677
1,1,0,821.0892
1,1,0,821.442444
1,1,0,821.285461
1,1,0,821.442444
1,1,0,821.638733
1,1,0,821.442444
1,1,0,821.4032
1,1,0,821.285461
1,1,0,821.0892
1,1,0,820.892944
1,1,0,821.1677
1,1,0,820.814453
1,1,0,820.8537
1,1,0,820.971436
1,1,0,821.1677
1,1,0,821.207
1,1,0,821.207
1,1,0,821.0499
1,1,0,821.1677
1,1,0,821.285461
1,1,0,821.0499
1,1,0,821.207
1,1,0,821.638733
1,1,0,821.0892
1,1,0,821.2462
1,1,0,821.4032
1,1,0,821.560242
1,1,0,821.638733
1,1,0,821.207
1,1,0,821.4032
1,1,0,821.0892
1,1,0,821.442444
1,1,0,821.2462
1,1,0,821.4032
1,1,0,821.4032
1,1,0,821.560242
1,1,0,821.363953
1,1,0,821.2462
1,1,0,820.696655
1,1,0,820.8537
1,1,0,820.5789
1,1,0,820.5789
1,1,0,820.618164
1,1,0,820.5004
1,1,0,820.5004
1,1,0,820.304138
1,1,0,820.4219
1,1,0,820.2649
1,1,0,820.304138
1,1,0,820.304138
1,1,0,820.029358
1,1,0,820.029358
1,1,0,820.107849
1,1,0,819.9116
1,1,0,819.8331
1,1,0,819.9116
1,1,0,820.0686
1,1,0,819.8724
1,1,0,820.304138
1,1,0,820.5004
1,1,0,820.8537
1,1,0,820.6574
1,1,0,820.6574
1,1,0,820.696655
1,1,0,820.4611
1,1,0,820.5004
1,1,0,820.775146
1,1,0,821.0107
1,1,0,820.814453
1,1,0,820.618164
1,1,0,820.6574
1,1,0,821.0107
1,1,0,821.207
1,1,0,821.0499
1,1,0,821.2462
1,1,0,821.560242
1,1,0,821.4817
1,1,0,821.363953
1,1,0,821.0107
1,1,0,821.285461
1,1,0,821.285461
1,1,0,821.0499
1,1,0,821.0892
1,1,0,821.0107
1,1,0,821.0107
1,1,0,821.0499
1,1,0,821.0107
1,1,0,821.207
1,1,0,821.363953
1,1,0,821.0499
1,1,0,820.814453
1,1,0,820.5789
1,1,0,820.304138
1,1,0,820.2649
1,1,0,820.5789
1,1,0,820.775146
1,1,0,820.6574
1,1,0,820.5004
1,1,0,820.3826
1,1,0,820.6574
1,1,0,820.814453
1,1,0,820.8537
1,1,0,820.814453
1,1,0,820.971436
1,1,0,820.892944
1,1,0,820.696655
1,1,0,820.5789
1,1,0,820.2649
1,1,0,820.4219
1,1,0,820.304138
1,1,0,820.107849
1,1,0,820.5004
1,1,0,820.304138
1,1,0,820.6574
1,1,0,820.696655
1,1,0,820.618164
1,1,0,820.814453
1,1,0,820.6574
1,1,0,820.8537
1,1,0,821.207
1,1,0,820.814453
1,1,0,820.892944
1,1,0,821.0499
1,1,0,821.0499
1,1,0,821.0107
1,1,0,820.971436
1,1,0,821.0499
1,1,0,821.0499
1,1,0,821.0499
1,1,0,821.1677
1,1,0,821.0499
1,1,0,820.971436
1,1,0,821.4032
1,1,0,821.4817
1,1,0,821.0499
1,1,0,821.207
1,1,0,821.285461
1,1,0,821.285461
1,1,0,821.442444
1,1,0,821.207
1,1,0,821.363953
1,1,0,821.285461
1,1,0,820.814453
1,1,0,821.0499
1,1,0,820.971436
1,1,0,821.1677
1,1,0,821.0107
1,1,0,820.8537
1,1,0,820.8537
1,1,0,820.6574
1,1,0,820.3826
1,1,0,820.5789
1,1,0,820.4219
1,1,0,820.225647
1,1,0,820.4611
1,1,0,820.3826
1,1,0,820.6574
1,1,0,820.775146
1,1,0,820.775146
1,1,0,820.6574
1,1,0,820.8537
1,1,0,821.285461
1,1,0,821.560242
1,1,0,821.560242
1,1,0,821.5995
1,1,0,821.835
1,1,0,821.638733
1,1,0,821.4032
1,1,0,821.560242
1,1,0,821.442444
1,1,0,821.7565
1,1,0,821.638733
1,1,0,821.992
1,1,0,821.874268
1,1,0,821.678
1,1,0,821.7957
1,1,0,821.7957
1,1,0,821.4817
1,1,0,821.0892
1,1,0,821.1677
1,1,0,821.207
1,1,0,821.4032
1,1,0,821.207
1,1,0,821.285461
1,1,0,820.971436
1,1,0,821.0499
1,1,0,820.8537
1,1,0,821.363953
1,1,0,821.2462
1,1,0,821.285461
1,1,0,821.1677
1,1,0,821.363953
1,1,0,821.2462
1,1,0,821.363953
1,1,0,821.0892
1,1,0,821.207
1,1,0,821.285461
1,1,0,821.0499
1,1,0,821.207
1,1,0,821.442444
1,1,0,821.4032
1,1,0,821.4032
1,1,0,821.285461
1,1,0,821.2462
1,1,0,821.285461
1,1,0,821.207
1,1,0,821.207
1,1,0,821.4817
1,1,0,821.5995
1,1,0,821.4817
1,1,0,821.442444
1,1,0,821.4032
1,1,0,821.4032
1,1,0,821.285461
1,1,0,821.0499
1,1,0,820.892944
1,1,0,820.696655
1,1,0,820.775146
1,1,0,821.0892
1,1,0,821.1677
1,1,0,821.363953
1,1,0,821.678
1,1,0,821.4032
1,1,0,821.363953
1,1,0,821.363953
1,1,0,821.4032
1,1,0,821.560242
1,1,0,821.638733
1,1,0,821.7565
1,1,0,821.560242
1,1,0,821.1677
1,1,0,821.0499
1,1,0,821.2462
1,1,0,821.363953
1,1,0,821.442444
1,1,0,821.638733
1,1,0,821.7957
1,1,0,821.874268
1,1,0,821.952759
1,1,0,821.992
1,1,0,821.638733
1,1,0,821.4817
1,1,0,821.560242
1,1,0,821.4032
1,1,0,821.1677
1,1,0,821.4032
1,1,0,821.638733
1,1,0,821.638733
1,1,0,821.835
1,1,0,821.952759
1,1,0,821.835
1,1,0,821.7565
1,1,0,821.4817
1,1,0,821.285461
1,1,0,821.285461
1,1,0,821.2462
1,1,0,821.285461
1,1,0,820.971436
1,1,0,820.971436
1,1,0,820.971436
1,1,0,821.285461
1,1,0,821.0107
1,1,0,821.0499
1,1,0,820.775146
1,1,0,820.618164
1,1,0,820.5004
1,1,0,820.775146
1,1,0,820.618164
1,1,0,820.6574
1,1,0,820.5004
1,1,0,820.4219
1,1,0,820.775146
1,1,0,820.618164
1,1,0,820.814453
1,1,0,821.285461
1,1,0,821.4032
1,1,0,821.638733
1,1,0,821.207
1,1,0,821.1677
1,1,0,821.0892
1,1,0,821.207
1,1,0,821.2462
1,1,0,821.2462
1,1,0,821.5995
1,1,0,821.638733
1,1,0,821.678
1,1,0,821.638733
1,1,0,821.638733
1,1,0,821.560242
1,1,0,821.7565
1,1,0,821.7957
1,1,0,821.7957
1,1,0,821.4817
1,1,0,821.678
1,1,0,821.442444
1,1,0,821.560242
1,1,0,821.560242
1,1,0,821.835
1,1,0,821.952759
1,1,0,822.03125
1,1,0,822.0705
1,1,0,821.7565
1,1,0,822.03125
1,1,0,821.835
1,1,0,822.03125
1,1,0,821.992
1,1,0,821.4817
1,1,0,821.560242
1,1,0,821.638733
1,1,0,821.638733
1,1,0,821.5995
1,1,0,821.874268
1,1,0,821.638733
1,1,0,821.874268
1,1,0,821.560242
1,1,0,821.442444
1,1,0,821.560242
1,1,0,820.971436
1,1,0,821.0107
1,1,0,820.971436
1,1,0,820.814453
1,1,0,820.6574
1,1,0,820.618164
1,1,0,820.618164
1,1,0,820.8537
1,1,0,820.618164
1,1,0,820.4611
1,1,0,820.4611
1,1,0,820.304138
1,1,0,820.5789
1,1,0,820.6574
1,1,0,820.4611
1,1,0,820.5789
1,1,0,820.5789
1,1,0,820.6574
1,1,0,820.775146
1,1,0,820.971436
1,1,0,820.814453
1,1,0,820.814453
1,1,0,821.0499
1,1,0,821.363953
1,1,0,821.4817
1,1,0,821.874268
1,1,0,821.678
1,1,0,821.5995
1,1,0,821.442444
1,1,0,821.638733
1,1,0,821.835
1,1,0,822.0705
1,1,0,822.1883
1,1,0,822.0705
1,1,0,821.952759
1,1,0,821.874268
1,1,0,822.0705
1,1,0,821.7565
1,1,0,821.678
1,1,0,821.442444
1,1,0,821.4817
1,1,0,821.2462
1,1,0,821.4032
1,1,0,821.285461
1,1,0,821.560242
1,1,0,821.207
1,1,0,821.638733
1,1,0,821.5995
1,1,0,821.4817
1,1,0,821.1677
1,1,0,821.363953
1,1,0,821.363953
1,1,0,821.285461
1,1,0,821.4032
1,1,0,821.835
1,1,0,821.874268
1,1,0,821.638733
1,1,0,821.5995
1,1,0,821.560242
1,1,0,821.0892
1,1,0,821.0107
1,1,0,821.0499
1,1,0,821.285461
1,1,0,821.2462
1,1,0,821.1677
1,1,0,821.285461
1,1,0,821.285461
1,1,0,820.814453
1,1,0,820.775146
1,1,0,820.971436
1,1,0,820.814453
1,1,0,820.8537
1,1,0,820.8537
1,1,0,820.892944
1,1,0,820.696655
1,1,0,820.775146
1,1,0,820.6574
1,1,0,820.8537
1,1,0,820.814453
1,1,0,820.5789
1,1,0,820.814453
1,1,0,820.6574
1,1,0,820.304138
1,1,0,820.4611
1,1,0,820.5789
1,1,0,820.5789
1,1,0,820.3826
1,1,0,820.304138
1,1,0,820.0686
1,1,0,820.225647
1,1,0,819.8724
1,1,0,819.9116
1,1,0,820.225647
1,1,0,820.304138
1,1,0,820.4219
1,1,0,820.225647
1,1,0,820.107849
1,1,0,820.304138
1,1,0,820.107849
1,1,0,820.029358
1,1,0,820.029358
1,1,0,819.8724
1,1,0,819.9116
1,1,0,820.225647
1,1,0,820.225647
1,1,0,819.8724
1,1,0,820.0686
1,1,0,819.8724
1,1,0,820.3826
1,1,0,820.4611
1,1,0,820.2649
1,1,0,820.304138
1,1,0,820.5004
1,1,0,820.814453
1,1,0,821.0107
1,1,0,821.0499
1,1,0,821.207
1,1,0,821.0107
1,1,0,821.1677
1,1,0,821.0892
1,1,0,820.892944
1,1,0,821.363953
1,1,0,821.5995
1,1,0,821.442444
1,1,0,821.4032
1,1,0,821.285461
