"is_attack","P601","FIT601"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,2,"GT 0.000288341"
0,2,"GT 0.000288341"
0,2,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,2,"GT 0.000288341"
0,2,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,2,"GT 0.000288341"
0,2,"GT 0.000288341"
0,2,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,2,"GT 0.000288341"
0,2,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,2,"GT 0.000288341"
0,2,"GT 0.000288341"
0,1,"GT 0.000288341"
0,2,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,2,"GT 0.000288341"
0,2,"GT 0.000288341"
0,2,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,2,"GT 0.000288341"
0,1,"GT 0.000288341"
0,2,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"LT 0.000288341"
0,1,"LT 0.000288341"
0,1,"LT 0.000288341"
0,1,"LT 0.000288341"
0,1,"LT 0.000288341"
0,1,"LT 0.000288341"
0,2,"GT 0.000288341"
0,2,"GT 0.000288341"
0,2,"GT 0.000288341"
0,2,"GT 0.000288341"
0,2,"GT 0.000288341"
0,2,"GT 0.000288341"
0,2,"GT 0.000288341"
0,2,"GT 0.000288341"
0,2,"GT 0.000288341"
0,2,"GT 0.000288341"
0,2,"GT 0.000288341"
0,2,"GT 0.000288341"
0,2,"GT 0.000288341"
0,2,"GT 0.000288341"
0,2,"GT 0.000288341"
0,2,"GT 0.000288341"
0,2,"GT 0.000288341"
0,2,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,2,"GT 0.000288341"
0,2,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,2,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"LT 0.000288341"
0,1,"LT 0.000288341"
0,1,"LT 0.000288341"
0,1,"LT 0.000288341"
0,1,"LT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,2,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"LT 0.000288341"
0,1,"LT 0.000288341"
0,1,"LT 0.000288341"
0,1,"LT 0.000288341"
0,1,"LT 0.000288341"
0,1,"LT 0.000288341"
0,1,"LT 0.000288341"
0,1,"LT 0.000288341"
0,1,"LT 0.000288341"
0,1,"LT 0.000288341"
0,1,"LT 0.000288341"
0,1,"LT 0.000288341"
0,1,"LT 0.000288341"
0,1,"LT 0.000288341"
0,1,"LT 0.000288341"
0,1,"LT 0.000288341"
0,1,"LT 0.000288341"
0,1,"LT 0.000288341"
0,1,"LT 0.000288341"
0,1,"LT 0.000288341"
0,1,"LT 0.000288341"
0,1,"LT 0.000288341"
0,1,"LT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
0,1,"GT 0.000288341"
