"is_attack","P401","UV401","AIT402","FIT401","LIT401"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
0,2,2,"LT 6.677774905","GT 0.79857865","GT 787.028992"
